1,0,11,Black
1,0,12,Black
1,0,13,Black
1,0,14,Black
1,0,15,Black
1,0,16,Black
1,1,11,Black
1,1,12,Black
1,1,13,Black
1,1,14,Black
1,1,15,Black
1,1,16,Black
1,2,11,Black
1,2,12,Black
1,2,13,Black
1,2,14,Black
1,2,15,Black
1,2,16,Black
1,3,11,Black
1,3,12,Black
1,3,13,Black
1,3,14,Black
1,3,15,Black
1,3,16,Black
1,4,11,Black
1,4,12,Black
1,4,13,Black
1,4,14,Black
1,4,15,Black
1,4,16,Black
1,5,11,Black
1,5,12,Black
1,5,13,Black
1,5,14,Black
1,5,15,Black
1,5,16,Black
1,6,11,Black
1,6,12,Black
1,6,13,Black
1,6,14,Black
1,6,15,Black
1,6,16,Black
1,7,11,Black
1,7,12,Black
1,7,13,Black
1,7,14,Black
1,7,15,Black
1,7,16,Black
1,8,11,Black
1,8,12,Black
1,8,13,Black
1,8,14,Black
1,8,15,Black
1,8,16,Black
1,9,11,Black
1,9,12,Black
1,9,13,Black
1,9,14,Black
1,9,15,Black
1,9,16,Black
2,0,11,Black
2,0,12,Black
2,0,13,Black
2,0,14,Black
2,0,15,Black
2,0,16,Black
2,1,11,Black
2,1,12,Black
2,1,13,Black
2,1,14,Black
2,1,15,Black
2,1,16,Black
2,2,11,Black
2,2,12,Black
2,2,13,Black
2,2,14,Black
2,2,15,Black
2,2,16,Black
2,3,11,Black
2,3,12,Black
2,3,13,Black
2,3,14,Black
2,3,15,Black
2,3,16,Black
2,4,11,Black
2,4,12,Black
2,4,13,Black
2,4,14,Black
2,4,15,Black
2,4,16,Black
2,5,11,Black
2,5,12,Black
2,5,13,Black
2,5,14,Black
2,5,15,Black
2,5,16,Black
2,6,11,Black
2,6,12,Black
2,6,13,Black
2,6,14,Black
2,6,15,Black
2,6,16,Black
2,7,11,Black
2,7,12,Black
2,7,13,Black
2,7,14,Black
2,7,15,Black
2,7,16,Black
2,8,11,Black
2,8,12,Black
2,8,13,Black
2,8,14,Black
2,8,15,Black
2,8,16,Black
2,9,11,Black
2,9,12,Black
2,9,13,Black
2,9,14,Black
2,9,15,Black
2,9,16,Black
3,0,7,Black
3,0,8,Black
3,0,9,Black
3,0,10,Black
3,0,11,Black
3,0,12,Black
3,0,13,Black
3,0,14,Black
3,0,15,Black
3,0,16,Black
3,1,7,Black
3,1,8,Black
3,1,9,Black
3,1,10,Black
3,1,11,Black
3,1,12,Black
3,1,13,Black
3,1,14,Black
3,1,15,Black
3,1,16,Black
3,2,7,Black
3,2,8,Black
3,2,9,Black
3,2,10,Black
3,2,11,Black
3,2,12,Black
3,2,13,Black
3,2,14,Black
3,2,15,Black
3,2,16,Black
3,3,7,Black
3,3,8,Black
3,3,9,Black
3,3,10,Black
3,3,11,Black
3,3,12,Black
3,3,13,Black
3,3,14,Black
3,3,15,Black
3,3,16,Black
3,4,7,Black
3,4,8,Black
3,4,9,Black
3,4,10,Black
3,4,11,Black
3,4,12,Black
3,4,13,Black
3,4,14,Black
3,4,15,Black
3,4,16,Black
3,5,7,Black
3,5,8,Black
3,5,9,Black
3,5,10,Black
3,5,11,Black
3,5,12,Black
3,5,13,Black
3,5,14,Black
3,5,15,Black
3,5,16,Black
3,6,7,Black
3,6,8,Black
3,6,9,Black
3,6,10,Black
3,6,11,Black
3,6,12,Black
3,6,13,Black
3,6,14,Black
3,6,15,Black
3,6,16,Black
3,7,7,Black
3,7,8,Black
3,7,9,Black
3,7,10,Black
3,7,11,Black
3,7,12,Black
3,7,13,Black
3,7,14,Black
3,7,15,Black
